Tweet_ID;Blame_Negative_Demoralizing_Speech;Contains_Fake_Information;Dialect;Factual;Give_Advice;Hate_Speech;News_or_Opinion;Rise_Moral;Talk_About_Cure_or_Vaccine;Worth_Fact-checking
1257872462949298176;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;News;Yes;No;Can't decide
1262099065577320450;Yes;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1264498736165781504;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1250805897225478146;No;No;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;No
1316635072951271424;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1240927474848083968;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1239740802554900480;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1269730152533147648;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1269132505799680001;No;Maybe;Middle East;Can't decide;No;Hatfull;Opinion;No;No;No
1306758531043995648;No;No;North Africa;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1303778236153896966;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1236278781674954753;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1280758820352991232;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1315227578060464128;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1323658179440500736;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1302499131206836225;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1266224721101815808;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1328318557436993538;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1260145874828697600;Yes;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1324291597522079745;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1960870518778208257;Yes;Maybe;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Maybe
1237501376911065094;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1255542094753665030;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1315843688145313792;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1304509052542742530;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1243435108444573696;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1265287942416760833;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;Yes;No;Can't decide
1239539851399254016;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1289797121063784448;No;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1251720512562171904;No;Can't decide;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1251893835740917766;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1245228817620271104;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1330064075703848961;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;Yes;Can't decide
1252341332632236037;No;No;Middle East;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1330926740328370180;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1292617389067165696;Yes;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1269739374536785926;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1241748175565750272;No;Can't decide;North Africa;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1235653716587528197;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1261959164047351808;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;Yes;No;No
1329208416678580226;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1252403083914559491;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1233094658932252672;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1296400002248515586;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1227077474061824000;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1328068987016671234;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1298285362909974528;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1269167708815441921;Yes;Yes;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Yes
1245714180591751171;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1307856145500045313;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1289958411954618369;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1247819035007475712;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1291762752478945282;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;Yes;No;No
1232437760071356416;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1281320511763623939;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1242796856305954822;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1243227486042894338;Yes;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1302191359965749249;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1222158778218569734;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1247258659731709952;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1255626561333665798;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1274324431930867717;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1249801197931896833;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1248035269972045829;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1265127857401090049;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1241862053293367297;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1279597180278517760;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1278028427459792896;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1235653809885437953;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1263986815767326721;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1237900449316884482;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1295392728755384320;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1255031594479476736;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1272943985959600128;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1325058153717899264;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1262091866587172864;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1329103438077157377;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1255532204844867589;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1323656625316659202;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1222127509623406592;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1248419085261484037;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1267127376879726593;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1242872233841827842;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1266081931306860544;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1328327040488136706;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1236029478800891906;No;No;Middle East;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1327035949839167489;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1248071772538363904;No;Can't decide;North Africa;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1242867688180981761;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1322768095413473280;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1284606344314728448;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1274897599623987200;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1230935137115951104;No;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1930854098675097600;No;Can't decide;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1262452748999708673;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1259494131644207105;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1242555109902626820;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1259226477293436928;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1263166173430067202;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1224245755625574402;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1332552926783541249;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1267537378052321283;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1940432517187690496;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1246038089568583680;No;Can't decide;North Africa;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1324614520640282625;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1293285279202254848;No;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1246074243583885313;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1240252327048642560;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1335536485362257920;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1324530344268357632;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Maybe
1262074891207086080;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1272832483999076352;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1328330626781638660;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1239148819633311746;No;Maybe;North Africa;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1243953904297086977;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1263216064785199107;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1262801241693921280;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1290949708333056002;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1272507754758975489;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1244939135581851648;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1333968134366240768;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1337523612945960965;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1278241756430008320;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1330819004290768896;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1232799048320659456;No;Maybe;Can't decide;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1237851460177547270;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1257847882255937540;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;News;Yes;No;Can't decide
1244090952236630016;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1261017317036765184;Yes;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1222235907606138880;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1312878915652775936;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1241672390607765505;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1274705409572560896;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1236022350073692164;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1232747980412870658;No;Maybe;Can't decide;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1236927978023591938;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1270841315400527872;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1239180946768789505;No;No;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Maybe
1238071781044490240;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1244237714393903111;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1331282896032833537;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1270694938737430529;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1242078583079780352;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1230842791040823296;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1331163178563227648;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1231535637930676225;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1283970200044527617;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1271899401716367360;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1329259183795998720;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1245327994991902721;No;Can't decide;North Africa;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1323687121077575680;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1240126809687183360;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1275810703362965505;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1322572006173323264;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1235996796037599233;No;No;Middle East;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1243884044837847040;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1255930062270070789;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1233470328883630080;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1270893958072279042;Yes;Yes;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Yes
1255566522002661379;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1236047881603293186;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1263985526710898689;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1322929505346924546;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1271907016332709902;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1247053772175663104;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1246931604548784128;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1268248584555835394;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1274685341321048064;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1237674008608419841;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1310126772676186112;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1234137586253410310;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1232226692627910656;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1242475064613732352;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1322490187939745792;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1260161189570580481;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1241465726764027905;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1304083651928502273;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1239628298797318145;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1240532927647277062;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1256988147780648960;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1325516600838037504;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1237536222991376384;No;Can't decide;North Africa;Can't decide;Yes;Not Hatfull;News;No;Yes;Can't decide
1325822772925394944;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1233621378013843456;No;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1254850743716241409;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1263246468149903362;Yes;Maybe;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Maybe
1242972405045309440;No;Can't decide;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1302211656345358336;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1244579193767280643;No;No;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;No
1328385415083139075;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1281211720975998976;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1307550526993838080;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1267446762123472896;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1255570682869669888;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1990407379914006528;Yes;Can't decide;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1285657448926392326;No;Can't decide;North Africa;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1286356742591455237;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1328355708388188161;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1303034610767605760;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1238928405535559682;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1236683096033865730;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;News;No;No;Maybe
1263750691727835136;No;Maybe;Can't decide;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1308706911316045825;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1297812521924034560;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1312100281660841984;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1245526929802919938;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1235996809832603649;No;No;Middle East;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1238191493116039168;No;Can't decide;MSA;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1315349102067175424;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1247824764477079553;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1239225939105636355;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1331944898493362177;Yes;Maybe;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;Yes;Maybe
1299689255451545600;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1338147402507751424;No;No;North Africa;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1244555544779722752;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;No;Can't decide
1241354490621710336;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1265132381536747522;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1274514127805976577;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;Yes;No;Can't decide
1930954094357381122;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1229091491588530176;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1325477430358810624;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Yes
1243498106651660288;No;No;North Africa;Is Verifiable;No;Not Hatfull;News;No;No;No
1265545942452916227;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1233040567715684354;Can't decide;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1239869660583124994;No;Can't decide;MSA;Can't decide;Yes;Not Hatfull;Opinion;No;No;Can't decide
1303784989432123396;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1318232702303297539;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1252752080684670977;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1248031727383195650;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Maybe
1326449311438299136;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1222362520964489217;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1308546640610037760;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1242157581918928902;No;No;North Africa;Is Verifiable;No;Not Hatfull;News;No;Yes;Yes
1266866361701142534;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1328315351709388800;No;Maybe;MSA;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1244115816590737409;Can't decide;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1262477762717257729;Yes;Can't decide;MSA;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1261313957593309190;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1222408109127294977;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1253357018246766592;No;No;MSA;Is Verifiable;No;Not Hatfull;News;No;No;No
1248788916477612032;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1244927586066665472;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1266710957201543169;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1299472080698855427;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1274362232034525184;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1250019682800799744;No;Can't decide;MSA;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1225706260856819712;No;No;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1274579396402335745;No;No;MSA;Is Verifiable;No;Not Hatfull;News;Yes;No;No
1234979045932064768;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1274501178605395973;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1334188456680042496;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1255260713255350273;No;Can't decide;Middle East;Is Not Verifiable;No;Not Hatfull;Opinion;No;No;Can't decide
1318976964372418564;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1262937479142834188;No;Can't decide;MSA;Is Not Verifiable;No;Not Hatfull;Opinion;Yes;No;Can't decide
1241771360436789248;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1247735925540450309;No;Can't decide;Middle East;Is Not Verifiable;No;Hatfull;Opinion;No;No;Can't decide
1267918595239141379;Yes;Maybe;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Maybe
1251600359346376706;No;Maybe;MSA;Is Verifiable;Yes;Not Hatfull;Opinion;No;No;Yes
1327993834698051584;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;Opinion;No;Yes;Can't decide
1296595471696265221;No;Can't decide;Can't decide;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1338171670952087554;No;No;North Africa;Is Verifiable;No;Not Hatfull;News;No;No;Maybe
1334040563671240704;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1238801011415932931;Yes;Can't decide;North Africa;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1242236885847678976;No;Can't decide;MSA;Is Not Verifiable;Yes;Not Hatfull;Opinion;No;No;Can't decide
1243977383742488576;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
1274826692478066688;No;Can't decide;Middle East;Can't decide;No;Hatfull;Opinion;No;No;Can't decide
1230947034502434816;Yes;Yes;Middle East;Is Verifiable;No;Not Hatfull;Opinion;No;No;Maybe
1235116990265577473;No;Can't decide;North Africa;Can't decide;No;Not Hatfull;News;No;Yes;Can't decide
1240200821536624641;No;Maybe;North Africa;Is Verifiable;No;Not Hatfull;News;No;Yes;Maybe
1232312197751046147;No;Can't decide;Middle East;Can't decide;No;Not Hatfull;Opinion;No;No;Can't decide
